Name;Rechtsform;Strasse;PLZ;Ort;Bundesland;Telefon;Email;Website;MastrNummer;TAB_Niederspannung_Link;TAB_Typ;TAB_Stand;TAB_Ergaenzung_Link;Anmeldeportal;Planauskunft_Link;Link_geprueft;Link_Status;Quelle;Recherche_Datum;Anmerkung
Elektrizitätswerk Hindelang eingetragene Genossenschaft;eG;Weidachstraße 9;87541;Bad Hindelang;BY;08324/9300-18;klaus.kiechle@ewhindelang.de;https://www.ewhindelang.de;SNB925558752303;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB925558752303)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Kissingen GmbH;GmbH;Würzburger Straße 5;97688;Bad Kissingen;BY;09718260;info@stwkiss.de;https://www.stwkiss.de;SNB911031559460;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB911031559460)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Neustadt a.d. Saale;Eigenbetrieb;Goethestraße 17/19;97616;Bad Neustadt a. d. Saale;BY;09771/6220817;friedel@stw-badnes.de;https://www.stw-badnes.de;SNB977253144464;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB977253144464)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Elektrizitätsgenossenschaft Karlstein eG;eG;Weitwiesenring 6;83435;Bad Reichenhall;BY;0049865198670;egkarlstein@t-online.de;https://www.eg-karlstein.de;SNB945322307522;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB945322307522)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Gemeindewerke Bayerisch Gmain;Eigenbetrieb;Hallgrafenstraße 2;83435;Bad Reichenhall;BY;08651 705 0;service@gmwbg.de;https://www.gemeindewerke-bayerisch-gmain.de;SNB914092143906;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB914092143906)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Reichenhall KU;Kommunalunternehmen (KU);Hallgrafenstraße 2;83435;Bad Reichenhall;BY;08651 705 0;service@stwbr.de;https://www.stadtwerke-bad-reichenhall.de;SNB958672501014;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB958672501014)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Rodach;Eigenbetrieb;Steinerer Weg 5;96476;Bad Rodach;BY;+49(9564)923915;info@stw-bad-rodach.de;https://www.bad-rodach.de;SNB967186419241;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB967186419241)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Tölz GmbH;GmbH;An der Osterleite 2;83646;Bad Tölz;BY;+49(8041)797112;netznutzung@stw-toelz.de;https://www.stw.toelz.de;SNB982671807549;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB982671807549)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Windsheim;Eigenbetrieb;Vorm Rothenburger Tor 2;91438;Bad Windsheim;BY;09841 404-0;info@sw-bw.de;https://www.sw-bw.de;SNB963795614626;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB963795614626)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Wörishofen;Eigenbetrieb;Stadionring 18;86825;Bad Wörishofen;BY;08247967316;egger@swbw.de;https://www.swbw.de;SNB948741734467;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB948741734467)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Obermaier und Gerg Grundstücksverwaltung KG;KG;Schwaigerweg 2;85625;Baiern-Piusheim;BY;08093-59103;obermaierundgerg@eg-wolkersdorf.de;https://www.piusheim.de;SNB949124413085;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB949124413085)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Baiersdorf Kommunalunternehmen Anstalt des öffentlichen Rechts;AöR;Färberstraße 2;95236;Baiersdorf;BY;+49 9256 96009-0;birgit.schenkl@gemeindewerke-stammbach.de;https://www.gemeindewerke-stammbach.de;SNB947553215997;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB947553215997)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | Match unsicher (fuzzy, score=91) | TAB/Portal: Website-Recherche noetig | DUPLIKAT: MastrNummer SNB947553215997 mehrfach in Liste — manuell zusammenfuehren.
STWB Stadtwerke Bamberg GmbH;GmbH;Margaretendamm 28;96052;Bamberg;BY;0951 77-0;info@stadtwerke-bamberg.de;https://www.stadtwerke-bamberg.de;SNB949646353012;https://www.stadtwerke-bamberg.de/fileadmin/user_upload/Dokumente/Netze/Stromnetz/Netzanschluss/VBEW_Hinweise_zur_TAB_2023.pdf;VNB_Ergaenzung;Ausgabe 07.2023 (VBEW-Hinweise zur TAB 2023 - ERGÄNZENDES Hinweisdokument, nicht die volle TAB selbst);n/a;n/a - nicht verifiziert;n/a;n/a;n/a;"https://www.stadtwerke-bamberg.de/impressum | https://www.stadtwerke-bamberg.de/hausanschluss/downloads-hausanschluss-1; MaStR Gesamtdatenexport 2026-09-18 (SNB949646353012)";2026-09-18;"Namensabweichung: offizielle Netzbetreiberliste nennt ""Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH"", Website-Impressum nennt ""STWB Stadtwerke Bamberg GmbH"" - vermutlich Kurzname, vor Verwendung prüfen. Verlinktes TAB-Dokument ist nur ein Hinweispapier, nicht die volle TAB - bitte auf downloads-hausanschluss-1-Seite die eigentliche TAB-PDF suchen. | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | Match unsicher (fuzzy_ort, score=80)"
Stadtwerke Bayreuth Holding GmbH;GmbH;Birkenstraße 2;95447;Bayreuth;BY;0921 600-0;info@stadtwerke-bayreuth.de;https://www.stadtwerke-bayreuth.de;n/a;https://www.stadtwerke-bayreuth.de/fileadmin/user_upload/netz/Installateure/tab-niederspannung.pdf;BDEW_Muster;Ergänzungen zum BDEW-Bundesmusterwortlaut TAB 2023 v2.0 (genaues Datum nicht extrahiert);n/a;n/a - nicht verifiziert;n/a;n/a;n/a;https://www.stadtwerke-bayreuth.de/impressum | WebSearch-Ergebnisse;2026-09-18;"Namensabweichung: Website-Impressum nennt ""Stadtwerke Bayreuth Holding GmbH"", offizielle Netzbetreiberliste nennt separate Gesellschaft ""Stadtwerke Bayreuth Energie und Wasser GmbH"" - vermutlich Holding vs. operative Tochter, vor Verwendung prüfen. | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche"
Stadtwerke Bogen GmbH;GmbH;Agendorfer Straße 19;94327;Bogen;BY;09422 505 443;info@stadtwerke-bogen.de;https://www.stadtwerke-bogen.de;SNB982380015723;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB982380015723)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Wendelsteinbahn Verteilnetz GmbH;GmbH;Kerschelweg 30;83098;Brannenburg;BY;08034/308-154;Rosemarie.Hoffmann@Wendelsteinbahn.de;https://www.wendelsteinbahn.de;SNB946373984786;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB946373984786)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Bauer Netz GmbH & Co. KG;GmbH & Co. KG;Kaspar-Graf-Straße 2;84428;Buchbach;BY;08086/93000;info@bauer-netz.de;https://www.bauer-stromnetz.de;SNB963282434775;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB963282434775)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadt Burgbernheim;Kommune (Gebietskörperschaft);Rathausplatz 1;91593;Burgbernheim;BY;09843/309-11;r.rank@burgbernheim.de;https://www.burgbernheim.de;SNB931823254809;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB931823254809)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
InfraServ Gendorf Netze GmbH;GmbH;Industrieparkstraße 1;84508;Burgkirchen a. d. Alz;BY;+49 8679 7-5660;ISGN@infraserv.gendorf-netze.de;https://www.infraserv.gendorf-netze.de;SNB942732578894;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB942732578894)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Gemeinde-Elektrizitäts- und Wasserwerk Burtenbach;Kommune (Gebietskörperschaft);Bleichstraße 1;89349;Burtenbach;BY;(08285) 999618;r.frey@gew-burtenbach.de;https://www.gew-burtenbach.de;SNB984338214660;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB984338214660)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Elektrizitätsvereinigung Böbing eingetragene Genossenschaft (EVB eG);eG;Auweg 9;82389;Böbing b. Schongau;BY;08867 8647;info@ev-boebing.de;https://www.ev-boebing.de;SNB916027833432;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB916027833432)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Gemeindewerke Cadolzburg;Eigenbetrieb;Egersdorfer Straße 62;90556;Cadolzburg;BY;+49 9103 79010;info@werke-cadolzburg.de;https://www.werke-cadolzburg.de;SNB951232597106;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB951232597106)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Cham GmbH;GmbH;Further Straße 4;93413;Cham;BY;09971-85070;info@stadtwerke-cham.de;https://www.stadtwerke-cham.de;SNB990522725676;n/a - Netzanschlussportal vorhanden, Direktlink nicht extrahiert;Unbekannt;n/a;n/a;Netzanschlussportal - https://www.stadtwerke-cham.de/fuer-unsere-partner/netzanschlussportal/;n/a;n/a;n/a;"https://www.stadtwerke-cham.de/impressum/; MaStR Gesamtdatenexport 2026-09-18 (SNB990522725676)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
